 ,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year
485,MRF,EQ,14-May-18,74675.5,74750,75152.7,74515.45,74950,74737.35,74842.18,3327,248999946.9,1524,1356,40.76,2018
486,MRF,EQ,15-May-18,74737.35,74850,75599,74341.65,74500,74604.95,74814.95,4574,342203602,2830,1529,33.43,2018
487,MRF,EQ,16-May-18,74604.95,74500,75098.85,73978.05,74760.9,74873.4,74807.18,7566,565991087.1,4561,3916,51.76,2018
488,MRF,EQ,17-May-18,74873.4,74803.4,75276.95,74400,74569.85,74559.95,74692.62,4063,303476132.7,2427,1616,39.77,2018
489,MRF,EQ,18-May-18,74559.95,74555,75509,73925.1,74200,74206.2,74517.58,5414,403438173.9,3411,2644,48.84,2018
490,MRF,EQ,21-May-18,74206.2,74399.95,74449.2,72863.55,73299,73102.1,73348.59,4517,331315567.1,2682,1552,34.36,2018
491,MRF,EQ,22-May-18,73102.1,73200,74299.95,72701,73854,73873.45,73630.42,3535,260283522.4,2183,929,26.28,2018
492,MRF,EQ,23-May-18,73873.45,73755.15,74500,73588.8,74256,74140.5,74146.77,4850,359611850.5,2487,2621,54.04,2018
493,MRF,EQ,24-May-18,74140.5,74140.5,74511.3,73156.15,73699,73600.7,73809.44,3405,251321127,2072,1080,31.72,2018
494,MRF,EQ,25-May-18,73600.7,73750,74555,73652.05,73800,73866.4,73977.02,4540,335855667.8,1964,2472,54.45,2018
495,MRF,EQ,28-May-18,73866.4,74100,76497.45,74100,76159.95,76062.35,75806.32,5926,449228242.4,3450,1236,20.86,2018
496,MRF,EQ,29-May-18,76062.35,76001,77429,75250,76899,76392.25,76447.66,5286,404102351.1,3469,862,16.31,2018
497,MRF,EQ,30-May-18,76392.25,76321,77423,75455.35,77000,77087.6,76647.29,4958,380017250.9,3293,1455,29.35,2018
